"","subject","type","item","condition","question","correct_answer","response","rt","group","question_type"
"2159","Native 12","gp",15,"Unambiguous","!","{The_aunt_dressed_herself}","1",3577,"Native","Main"
"2176","Native 13","gp",24,"Unambiguous","!","{The_director}","1",1383,"Native","Sub"
"2180","Native 13","gp",12,"Unambiguous","!","{The_baby}","1",1629,"Native","Sub"
"2191","Native 13","gp",4,"Unambiguous","!","{The_friend}","1",1616,"Native","Sub"
"2199","Native 13","gp",7,"Ambiguous","!","{The_lady}","1",2227,"Native","Sub"
"2205","Native 13","gp",14,"Unambiguous","!","{The_doctor_woke_himself_up}","1",3610,"Native","Main"
"2213","Native 13","gp",8,"Unambiguous","!","{The_boy}","1",1601,"Native","Sub"
"2219","Native 13","gp",2,"Unambiguous","!","{The_mother_dressed_herself}","1",2929,"Native","Main"
"2230","Native 13","gp",19,"Ambiguous","!","{The_basketball_player}","1",1860,"Native","Sub"
"2233","Native 13","gp",16,"Unambiguous","!","{The_assistant}","1",1635,"Native","Sub"
"2240","Native 13","gp",21,"Ambiguous","!","{Anna_dressed_herself}","1",2238,"Native","Main"
"2247","Native 13","gp",11,"Ambiguous","!","{The_lady}","0",1971,"Native","Sub"
"2253","Native 13","gp",10,"Unambiguous","!","{The_two_soldiers_fought_each_other}","1",6909,"Native","Main"
"2259","Native 13","gp",23,"Ambiguous","!","{The_child}","1",3349,"Native","Sub"
"2263","Native 13","gp",13,"Ambiguous","!","{The_girl_calmed_herself_down}","1",3211,"Native","Main"
"2267","Native 13","gp",22,"Unambiguous","!","{The_two_footballers_fought_each_other}","1",3984,"Native","Main"
"2270","Native 13","gp",9,"Ambiguous","!","{The_pianist_calmed_himself_down}","1",4663,"Native","Main"
"2273","Native 13","gp",1,"Ambiguous","!","{The_lawyer_calmed_himself_down}","1",2743,"Native","Main"
"2276","Native 13","gp",20,"Unambiguous","!","{The_man}","1",1499,"Native","Sub"
"2283","Native 13","gp",15,"Ambiguous","!","{The_boy}","1",1515,"Native","Sub"
"2293","Native 13","gp",5,"Ambiguous","!","{The_father_washed_himself}","1",2067,"Native","Main"
"2297","Native 13","gp",3,"Ambiguous","!","{The_president}","1",3201,"Native","Sub"
"2304","Native 13","gp",18,"Unambiguous","!","{The_father_washed_himself}","1",1635,"Native","Main"
"2308","Native 13","gp",6,"Unambiguous","!","{The_two_kids_fought_each_other}","1",2145,"Native","Main"
"2314","Native 13","gp",17,"Ambiguous","!","{The_two_men_fought_each_other}","1",3158,"Native","Main"
"2356","Native 14","gp",19,"Unambiguous","!","{The_coach}","0",1881,"Native","Sub"
"2363","Native 14","gp",11,"Unambiguous","!","{The_friend}","1",1564,"Native","Sub"
"2373","Native 14","gp",17,"Unambiguous","!","{The_two_men_fought_the_terrorist}","0",4503,"Native","Main"
"2381","Native 14","gp",18,"Ambiguous","!","{The_father}","0",2271,"Native","Sub"
"2384","Native 14","gp",8,"Ambiguous","!","{Mary_dressed_the_boy}","0",2418,"Native","Main"
"2391","Native 14","gp",15,"Unambiguous","!","{The_boy}","1",1093,"Native","Sub"
"2397","Native 14","gp",23,"Unambiguous","!","{The_child}","1",1169,"Native","Sub"
"2408","Native 14","gp",21,"Unambiguous","!","{Anna_dressed_herself}","1",2572,"Native","Main"
"2415","Native 14","gp",20,"Ambiguous","!","{The_two_friends_met_each_other}","1",3154,"Native","Main"
"2418","Native 14","gp",5,"Unambiguous","!","{The_father_washed_himself}","1",1435,"Native","Main"
"2422","Native 14","gp",2,"Ambiguous","!","{The_baby}","1",2564,"Native","Sub"
"2425","Native 14","gp",3,"Unambiguous","!","{The_president}","1",1488,"Native","Sub"
"2432","Native 14","gp",9,"Unambiguous","!","{The_pianist_calmed_himself_down}","1",3843,"Native","Main"
"2436","Native 14","gp",13,"Unambiguous","!","{The_girl_calmed_herself_down}","1",2880,"Native","Main"
"2442","Native 14","gp",16,"Ambiguous","!","{The_researcher_woke_himself_up}","1",1884,"Native","Main"
"2450","Native 14","gp",12,"Ambiguous","!","{The_nurse_washed_the_baby}","0",2416,"Native","Main"
"2460","Native 14","gp",4,"Ambiguous","!","{The_two_children_hugged_their_friend}","0",3812,"Native","Main"
"2471","Native 14","gp",10,"Ambiguous","!","{The_General}","1",1749,"Native","Sub"
"2479","Native 14","gp",6,"Ambiguous","!","{The_neighbour}","1",1961,"Native","Sub"
"2482","Native 14","gp",14,"Ambiguous","!","{The_doctor}","0",1632,"Native","Sub"
"2489","Native 14","gp",7,"Unambiguous","!","{The_lady}","1",1605,"Native","Sub"
"2497","Native 14","gp",1,"Unambiguous","!","{The_lawyer_calmed_himself_down}","1",5328,"Native","Main"
"2507","Native 14","gp",24,"Ambiguous","!","{The_two_actresses_met_the_director}","0",2412,"Native","Main"
"2518","Native 14","gp",22,"Ambiguous","!","{The_coach}","1",2179,"Native","Sub"
"2539","Native 15","gp",22,"Unambiguous","!","{The_coach}","1",2014,"Native","Sub"
"2546","Native 15","gp",1,"Ambiguous","!","{The_man}","1",1925,"Native","Sub"
"2550","Native 15","gp",19,"Ambiguous","!","{The_coach_calmed_himself_down}","1",4012,"Native","Main"
"2558","Native 15","gp",12,"Unambiguous","!","{The_nurse_washed_herself}","1",7162,"Native","Main"
"2561","Native 15","gp",21,"Ambiguous","!","{The_child}","1",7534,"Native","Sub"
"2567","Native 15","gp",24,"Unambiguous","!","{The_two_actresses_met_each_other}","1",2685,"Native","Main"
"2578","Native 15","gp",3,"Ambiguous","!","{The_two_journalists_met_each_other}","1",5431,"Native","Main"
"2584","Native 15","gp",11,"Ambiguous","!","{The_lady_woke_herself_up}","1",3589,"Native","Main"
"2588","Native 15","gp",4,"Unambiguous","!","{The_two_children_hugged_each_other}","1",4168,"Native","Main"
"2595","Native 15","gp",13,"Ambiguous","!","{The_boy}","1",1965,"Native","Sub"
"2601","Native 15","gp",16,"Unambiguous","!","{The_researcher_woke_himself_up}","1",5997,"Native","Main"
"2612","Native 15","gp",18,"Unambiguous","!","{The_baby}","1",4423,"Native","Sub"
"2615","Native 15","gp",14,"Unambiguous","!","{The_nurse}","1",6913,"Native","Sub"
"2618","Native 15","gp",5,"Ambiguous","!","{The_boy}","1",3210,"Native","Sub"
"2622","Native 15","gp",6,"Unambiguous","!","{The_neighbour}","1",1863,"Native","Sub"
"2626","Native 15","gp",8,"Unambiguous","!","{Mary_dressed_herself}","1",8600,"Native","Main"
"2630","Native 15","gp",10,"Unambiguous","!","{The_General}","1",1798,"Native","Sub"
"2636","Native 15","gp",17,"Ambiguous","!","{The_terrorist}","1",2058,"Native","Sub"
"2644","Native 15","gp",7,"Ambiguous","!","{The_man_woke_himself_up}","1",3262,"Native","Main"
"2647","Native 15","gp",23,"Ambiguous","!","{The_mother_washed_herself}","1",2129,"Native","Main"
"2664","Native 15","gp",9,"Ambiguous","!","{The_singer}","1",1669,"Native","Sub"
"2671","Native 15","gp",15,"Ambiguous","!","{The_aunt_dressed_herself}","1",2129,"Native","Main"
"2678","Native 15","gp",20,"Unambiguous","!","{The_two_friends_met_each_other}","1",2886,"Native","Main"
"2682","Native 15","gp",2,"Unambiguous","!","{The_baby}","1",1460,"Native","Sub"
"2726","Native 16","gp",10,"Ambiguous","!","{The_two_soldiers_fought_the_General}","0",3145,"Native","Main"
"2732","Native 16","gp",5,"Unambiguous","!","{The_boy}","1",1414,"Native","Sub"
"2739","Native 16","gp",15,"Unambiguous","!","{The_aunt_dressed_herself}","1",2585,"Native","Main"
"2742","Native 16","gp",24,"Ambiguous","!","{The_director}","1",1238,"Native","Sub"
"2753","Native 16","gp",19,"Unambiguous","!","{The_coach_calmed_himself_down}","1",2739,"Native","Main"
"2757","Native 16","gp",6,"Ambiguous","!","{The_two_kids_fought_each_other}","1",2701,"Native","Main"
"2764","Native 16","gp",12,"Ambiguous","!","{The_baby}","1",1711,"Native","Sub"
"2768","Native 16","gp",18,"Ambiguous","!","{The_father_washed_the_baby}","0",2181,"Native","Main"
"2790","Native 16","gp",3,"Unambiguous","!","{The_two_journalists_met_each_other}","1",3292,"Native","Main"
"2797","Native 16","gp",22,"Ambiguous","!","{The_two_footballers_fought_each_other}","1",2463,"Native","Main"
"2801","Native 16","gp",7,"Unambiguous","!","{The_man_woke_himself_up}","1",2421,"Native","Main"
"2804","Native 16","gp",13,"Unambiguous","!","{The_boy}","1",1511,"Native","Sub"
"2807","Native 16","gp",17,"Unambiguous","!","{The_terrorist}","1",1457,"Native","Sub"
"2813","Native 16","gp",1,"Unambiguous","!","{The_man}","1",2154,"Native","Sub"
"2820","Native 16","gp",16,"Ambiguous","!","{The_assistant}","1",2060,"Native","Sub"
"2838","Native 16","gp",9,"Unambiguous","!","{The_singer}","1",1881,"Native","Sub"
"2841","Native 16","gp",8,"Ambiguous","!","{The_boy}","1",1924,"Native","Sub"
"2845","Native 16","gp",14,"Ambiguous","!","{The_doctor_woke_himself_up}","1",1681,"Native","Main"
"2850","Native 16","gp",23,"Unambiguous","!","{The_mother_washed_herself}","1",1508,"Native","Main"
"2853","Native 16","gp",20,"Ambiguous","!","{The_man}","1",1518,"Native","Sub"
"2857","Native 16","gp",2,"Ambiguous","!","{The_mother_dressed_herself}","1",2282,"Native","Main"
"2865","Native 16","gp",21,"Unambiguous","!","{The_child}","1",2631,"Native","Sub"
"2871","Native 16","gp",11,"Unambiguous","!","{The_lady_woke_herself_up}","1",3697,"Native","Main"
"2878","Native 16","gp",4,"Ambiguous","!","{The_two_children}","0",2881,"Native","Sub"
"2895","Native 17","gp",13,"Ambiguous","!","{The_girl_calmed_the_boy_down}","0",2794,"Native","Main"
"2902","Native 17","gp",12,"Unambiguous","!","{The_baby}","1",2216,"Native","Sub"
"2905","Native 17","gp",14,"Unambiguous","!","{The_doctor_woke_himself_up}","1",4621,"Native","Main"
"2912","Native 17","gp",18,"Unambiguous","!","{The_father_washed_the_baby}","0",2322,"Native","Main"
"2915","Native 17","gp",9,"Ambiguous","!","{The_pianist_calmed_the_singer_down}","0",1748,"Native","Main"
"2926","Native 17","gp",15,"Ambiguous","!","{The_boy}","1",1594,"Native","Sub"
"2934","Native 17","gp",24,"Unambiguous","!","{The_actresses}","0",2686,"Native","Sub"
"2948","Native 17","gp",20,"Unambiguous","!","{The_two_friends}","0",3497,"Native","Sub"
"2958","Native 17","gp",8,"Unambiguous","!","{The_boy}","1",2092,"Native","Sub"
"2962","Native 17","gp",6,"Unambiguous","!","{The_two_kids_fought_each_other}","1",2947,"Native","Main"
"2970","Native 17","gp",21,"Ambiguous","!","{Anna_dressed_the_child}","0",2517,"Native","Main"
"2982","Native 17","gp",10,"Unambiguous","!","{The_two_soldiers_fought_each_other}","1",6188,"Native","Main"
"2988","Native 17","gp",11,"Ambiguous","!","{The_friend}","1",2335,"Native","Sub"
"2995","Native 17","gp",1,"Ambiguous","!","{The_lawyer_calmed_himself_down}","1",4460,"Native","Main"
"3006","Native 17","gp",3,"Ambiguous","!","{The_president}","1",2691,"Native","Sub"
"3013","Native 17","gp",17,"Ambiguous","!","{The_two_men_fought_each_other}","1",6982,"Native","Main"
"3023","Native 17","gp",7,"Ambiguous","!","{The_lady}","1",1707,"Native","Sub"
"3029","Native 17","gp",5,"Ambiguous","!","{The_father_washed_the_boy}","0",2027,"Native","Main"
"3033","Native 17","gp",16,"Unambiguous","!","{The_assistant}","1",1791,"Native","Sub"
"3039","Native 17","gp",19,"Ambiguous","!","{The_basketball_player}","1",2995,"Native","Sub"
"3042","Native 17","gp",4,"Unambiguous","!","{The_friend}","1",1622,"Native","Sub"
"3045","Native 17","gp",22,"Unambiguous","!","{The_two_footballers_fought_each_other}","1",2843,"Native","Main"
"3052","Native 17","gp",2,"Unambiguous","!","{The_mother_dressed_the_baby}","0",2560,"Native","Main"
"3055","Native 17","gp",23,"Ambiguous","!","{The_child}","1",3059,"Native","Sub"
"3076","Native 18","gp",9,"Unambiguous","!","{The_pianist_calmed_himself_down}","1",2683,"Native","Main"
"3083","Native 18","gp",23,"Unambiguous","!","{The_child}","1",1388,"Native","Sub"
"3087","Native 18","gp",19,"Unambiguous","!","{The_basketball_player}","1",1777,"Native","Sub"
"3098","Native 18","gp",15,"Unambiguous","!","{The_boy}","1",1416,"Native","Sub"
"3102","Native 18","gp",3,"Unambiguous","!","{The_two_journalists}","0",1757,"Native","Sub"
"3109","Native 18","gp",22,"Ambiguous","!","{The_coach}","1",1298,"Native","Sub"
"3113","Native 18","gp",24,"Ambiguous","!","{The_two_actresses_met_the_director}","0",2963,"Native","Main"
"3120","Native 18","gp",17,"Unambiguous","!","{The_two_men_fought_each_other}","1",3588,"Native","Main"
"3124","Native 18","gp",14,"Ambiguous","!","{The_nurse}","1",1663,"Native","Sub"
"3129","Native 18","gp",12,"Ambiguous","!","{The_nurse_washed_the_baby}","0",1888,"Native","Main"
"3136","Native 18","gp",6,"Ambiguous","!","{The_neighbour}","1",1341,"Native","Sub"
"3144","Native 18","gp",16,"Ambiguous","!","{The_researcher_woke_the_assistant_up}","0",4256,"Native","Main"
"3157","Native 18","gp",20,"Ambiguous","!","{The_two_friends_met_the_man}","0",1911,"Native","Main"
"3161","Native 18","gp",21,"Unambiguous","!","{Anna_dressed_herself}","1",3598,"Native","Main"
"3169","Native 18","gp",5,"Unambiguous","!","{The_father_washed_himself}","1",2240,"Native","Main"
"3172","Native 18","gp",18,"Ambiguous","!","{The_father}","0",2262,"Native","Sub"
"3182","Native 18","gp",11,"Unambiguous","!","{The_friend}","1",1235,"Native","Sub"
"3189","Native 18","gp",4,"Ambiguous","!","{The_two_children_hugged_their_friend}","0",2648,"Native","Main"
"3192","Native 18","gp",13,"Unambiguous","!","{The_girl_calmed_herself_down}","1",3059,"Native","Main"
"3204","Native 18","gp",7,"Unambiguous","!","{The_lady}","1",2371,"Native","Sub"
"3208","Native 18","gp",8,"Ambiguous","!","{Mary_dressed_the_boy}","0",2145,"Native","Main"
"3225","Native 18","gp",1,"Unambiguous","!","{The_lawyer_calmed_himself_down}","1",2124,"Native","Main"
"3228","Native 18","gp",2,"Ambiguous","!","{The_baby}","1",2468,"Native","Sub"
"3231","Native 18","gp",10,"Ambiguous","!","{The_General}","1",1207,"Native","Sub"
"3256","Native 19","gp",14,"Unambiguous","!","{The_nurse}","1",3707,"Native","Sub"
"3267","Native 19","gp",4,"Unambiguous","!","{The_two_children_hugged_each_other}","1",7082,"Native","Main"
"3275","Native 19","gp",19,"Ambiguous","!","{The_coach_calmed_the_basketball_player_down}","0",7781,"Native","Main"
"3278","Native 19","gp",1,"Ambiguous","!","{The_man}","1",3632,"Native","Sub"
"3285","Native 19","gp",21,"Ambiguous","!","{The_child}","1",1513,"Native","Sub"
"3297","Native 19","gp",12,"Unambiguous","!","{The_nurse_washed_the_baby}","0",3319,"Native","Main"
"3302","Native 19","gp",17,"Ambiguous","!","{The_terrorist}","1",3270,"Native","Sub"
"3306","Native 19","gp",24,"Unambiguous","!","{The_two_actresses_met_each_other}","1",5509,"Native","Main"
"3312","Native 19","gp",5,"Ambiguous","!","{The_boy}","1",1845,"Native","Sub"
"3323","Native 19","gp",10,"Unambiguous","!","{The_General}","1",2414,"Native","Sub"
"3331","Native 19","gp",6,"Unambiguous","!","{The_neighbour}","1",1791,"Native","Sub"
"3334","Native 19","gp",9,"Ambiguous","!","{The_singer}","1",2626,"Native","Sub"
"3344","Native 19","gp",3,"Ambiguous","!","{The_two_journalists_met_each_other}","1",7099,"Native","Main"
"3350","Native 19","gp",11,"Ambiguous","!","{The_lady_woke_herself_up}","1",5071,"Native","Main"
"3358","Native 19","gp",16,"Unambiguous","!","{The_researcher_woke_himself_up}","1",5628,"Native","Main"
"3361","Native 19","gp",8,"Unambiguous","!","{Mary_dressed_herself}","1",4444,"Native","Main"
"3365","Native 19","gp",7,"Ambiguous","!","{The_man_woke_himself_up}","1",4687,"Native","Main"
"3376","Native 19","gp",20,"Unambiguous","!","{The_two_friends_met_the_man}","0",5512,"Native","Main"
"3382","Native 19","gp",18,"Unambiguous","!","{The_baby}","1",1544,"Native","Sub"
"3393","Native 19","gp",23,"Ambiguous","!","{The_mother_washed_the_child}","0",3876,"Native","Main"
"3396","Native 19","gp",13,"Ambiguous","!","{The_boy}","1",3460,"Native","Sub"
"3399","Native 19","gp",2,"Unambiguous","!","{The_baby}","1",1695,"Native","Sub"
"3406","Native 19","gp",22,"Unambiguous","!","{The_coach}","1",1653,"Native","Sub"
"3416","Native 19","gp",15,"Ambiguous","!","{The_aunt_dressed_the_boy}","0",4442,"Native","Main"
"3435","Native 20","gp",13,"Unambiguous","!","{The_boy}","1",1900,"Native","Sub"
"3441","Native 20","gp",11,"Unambiguous","!","{The_lady_woke_herself_up}","1",4455,"Native","Main"
"3452","Native 20","gp",5,"Unambiguous","!","{The_boy}","1",3538,"Native","Sub"
"3455","Native 20","gp",22,"Ambiguous","!","{The_two_footballers_fought_the_coach}","0",3844,"Native","Main"
"3463","Native 20","gp",8,"Ambiguous","!","{Mary}","0",3291,"Native","Sub"
"3478","Native 20","gp",10,"Ambiguous","!","{The_two_soldiers_fought_each_other}","1",5486,"Native","Main"
"3485","Native 20","gp",4,"Ambiguous","!","{The_friend}","1",3668,"Native","Sub"
"3492","Native 20","gp",20,"Ambiguous","!","{The_man}","1",971,"Native","Sub"
"3499","Native 20","gp",9,"Unambiguous","!","{The_singer}","1",1675,"Native","Sub"
"3507","Native 20","gp",23,"Unambiguous","!","{The_mother_washed_herself}","1",4507,"Native","Main"
"3516","Native 20","gp",12,"Ambiguous","!","{The_baby}","1",2883,"Native","Sub"
"3523","Native 20","gp",24,"Ambiguous","!","{The_director}","1",1706,"Native","Sub"
"3527","Native 20","gp",3,"Unambiguous","!","{The_two_journalists_met_each_other}","1",9117,"Native","Main"
"3531","Native 20","gp",7,"Unambiguous","!","{The_man_woke_himself_up}","1",4077,"Native","Main"
"3536","Native 20","gp",21,"Unambiguous","!","{The_child}","1",3776,"Native","Sub"
"3547","Native 20","gp",17,"Unambiguous","!","{The_terrorist}","1",1085,"Native","Sub"
"3554","Native 20","gp",18,"Ambiguous","!","{The_father_washed_himself}","1",2775,"Native","Main"
"3560","Native 20","gp",6,"Ambiguous","!","{The_two_kids_fought_each_other}","1",3969,"Native","Main"
"3567","Native 20","gp",16,"Ambiguous","!","{The_assistant}","1",2114,"Native","Sub"
"3577","Native 20","gp",2,"Ambiguous","!","{The_mother_dressed_herself}","1",2431,"Native","Main"
"3581","Native 20","gp",14,"Ambiguous","!","{The_doctor_woke_himself_up}","1",2264,"Native","Main"
"3589","Native 20","gp",1,"Unambiguous","!","{The_man}","1",1324,"Native","Sub"
"3596","Native 20","gp",15,"Unambiguous","!","{The_aunt_dressed_herself}","1",1537,"Native","Main"
"3599","Native 20","gp",19,"Unambiguous","!","{The_coach_calmed_himself_down}","1",3042,"Native","Main"
"3618","Native 21","gp",9,"Ambiguous","!","{The_pianist_calmed_the_singer_down}","0",2213,"Native","Main"
"3625","Native 21","gp",18,"Unambiguous","!","{The_father_washed_himself}","1",4963,"Native","Main"
"3632","Native 21","gp",20,"Unambiguous","!","{The_man}","1",1262,"Native","Sub"
"3635","Native 21","gp",13,"Ambiguous","!","{The_girl_calmed_herself_down}","1",2516,"Native","Main"
"3641","Native 21","gp",8,"Unambiguous","!","{The_boy}","1",1554,"Native","Sub"
"3648","Native 21","gp",24,"Unambiguous","!","{The_director}","1",961,"Native","Sub"
"3655","Native 21","gp",2,"Unambiguous","!","{The_mother_dressed_herself}","1",2223,"Native","Main"
"3659","Native 21","gp",21,"Ambiguous","!","{Anna_dressed_herself}","1",1436,"Native","Main"
"3666","Native 21","gp",19,"Ambiguous","!","{The_basketball_player}","1",1525,"Native","Sub"
"3687","Native 21","gp",1,"Ambiguous","!","{The_lawyer_calmed_himself_down}","1",3111,"Native","Main"
